,title,year,budget,director,actor,companies,genres,plot_keywords,genresOneHot,language,country,score
2484,House of 1000 Corpses,2003.0,0.03258145363408521,0.54,0.568,0.594,0.589,upper class|halloween|psychopath|urban legend|youth|satanic ritual,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.0
2485,A Serious Man,2009.0,0.02702702702702703,0.689,0.683,0.655,0.643,professor|dark comedy|telephone call|aftercreditsstinger|1960s,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.6
2486,Beyond the Lights,2014.0,0.024292310780967677,0.72,0.687,0.682,0.657,talent|success|musician|woman director,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.0
2487,A Single Man,2009.0,0.02702702702702703,0.73,0.656,0.683,0.657,gay|based on novel|suicidal|death of lover|teacher student relationship|grieving|1960s,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.3
2488,The Last Temptation of Christ,1988.0,0.08943089430894309,0.737,0.675,0.666,0.669,christianity|traitor|jesus christ|roman|crucifixion|longing|moral conflict|cross|blasphemy|temptation|mary magdalene,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.0
2489,Bride & Prejudice,2004.0,0.03468627303873759,0.635,0.607,0.5,0.647,indian lead|bollywood|modern day adaptation|pride & prejudice|woman director,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.
  0.]",English,United Kingdom,6.5
2490,Cyrus,2010.0,0.025048169556840076,0.61,0.639,0.652,0.643,mumblecore,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.1
2491,We Need to Talk About Kevin,2011.0,0.018240202142499932,0.74,0.7,0.7,0.645,suburb|violence|killing spree|prison visit|guinea pig|broken arm|potty training|woman director,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.4
2492,Somewhere,2010.0,0.028901734104046242,0.673,0.557,0.636,0.643,milan|independent film|luxury hotel|man in towel |woman director,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.0
2493,Hesher,2010.0,0.025048169556840076,0.67,0.659,0.66,0.669,loss of mother|clerk|grocery|loss of relative|loss of wife|briefs|duringcreditsstinger,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.7
2494,Freeheld,2015.0,0.02465166130760986,0.675,0.66,0.665,0.657,new jersey|equality|lesbian relationship|cancer,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.1
2495,The Boondock Saints,1999.0,0.034953513004589855,0.655,0.652,0.653,0.629,arbitrary law|boston|twin brother|russian mafia|prologue|irish|police station|pager|duringcreditsstinger,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Canada,7.2
2496,Stargate: The Ark of Truth,2008.0,0.030119677892957244,0.69,0.69,0.655,0.623,wormhole|space travel|supernatural powers|spaceship|alien,"[ 0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Canada,6.9
2497,Dazed and Confused,1993.0,0.06467065868263473,0.72,0.74,0.695,0.643,1970s|texas|high school|comedy|coming of age|summer|teenager|period drama|great soundtrack,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.4
2498,Criminal Activities,2015.0,0.02465166130760986,0.58,0.603,0.58,0.646,mobster|money problems|borrow|trouble|classmates|investment|bűnös utakon,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.8
2499,House at the End of the Street,2012.0,0.023722275795564126,0.56,0.606,0.615,0.605,mother daughter relationship|cross dressing|violence|mother son relationship|father son conflict,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.6
2500,Incendies,2010.0,0.024277456647398842,0.767,0.757,0.79,0.667,prison|middle east|rape|muslim|militia|interpreter|son|christian|orphanage|swimming pool|massacre|checkpoint|political assassination|twins|will,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.
  0.]",Français,Canada,7.9
2501,Elite Squad,2007.0,0.013283997533209994,0.675,0.78,0.766,0.645,slum|police brutality|brazilian|war on drugs|rio de janeiro|drug traffic|drug dealer|torture by the police|special forces|law enforcement,"[ 1.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",Português,Brazil,7.8
2502,Annabelle,2014.0,0.02228468179080506,0.47,0.56,0.643,0.589,prequel|evil doll|killer doll|spin off|doll|demonic possession|killer toys|toy comes to life,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.6
2503,Boyz n the Hood,1991.0,0.041025641025641026,0.628,0.617,0.631,0.659,street gang|black people|rap music|hip-hop|street war|rapper|violence in schools|los angeles,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.4
2504,La Bamba,1987.0,0.14102564102564102,0.68,0.669,0.655,0.665,musical|death|dying young|nostalgic|mexican american|rising star|marital rape,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.]",English,United States of America,6.8
2505,Dressed to Kill,1980.0,0.10377358490566038,0.662,0.639,0.68,0.617,transvestism|taxi|prostitute|subway|shower|one-night stand|manipulation|nightmare|seduction|photography|friendship|assault|alter ego|murder|stalking|violence|psychiatrist|interrogation|desire|guilt|extramarital affair|hitchcockian|straight razor|exhibitionism|elevator|dark secrets|white gloves,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.
  0.]",English,United States of America,6.8
2506,Go,1999.0,0.03789572790396611,0.68,0.634,0.624,0.629,ecstasy|drug dealing|drug|reference to family circus|high|bisexual man|multiple storylines,"[ 0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.0
2507,Friends with Money,2006.0,0.021537318975120682,0.51,0.591,0.638,0.643,midlife crisis|marriage|money|divorce|fashion|woman director,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.1
2508,The Andromeda Strain,1971.0,0.6527777777777778,0.69,0.7,0.633,0.621,nasa|new mexico|biological weapon|epilepsy|secret lab|alien phenomenons|chemistry|biology|suspense|nuclear threat|science,"[ 0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.0
2509,Shame,2011.0,0.016924170241886662,0.745,0.688,0.67,0.669,pornography|brother sister relationship|sex addiction|new york city|thirty something|sex addict,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.0
2510,Layer Cake,2004.0,0.03218546027458924,0.707,0.683,0.686,0.646,kidnapping|ecstasy|drug traffic|drug mule|hitman|mission of murder|planned murder|drug smuggle|exit|murder,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.0
2511,The East,2013.0,0.021653543307086614,0.65,0.647,0.652,0.645,secret organization|murder|environmentalism|vanity film|eco-terrorists|multiple felonies,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.5
2512,The Messenger,2009.0,0.025025025025025027,0.71,0.646,0.725,0.678,independent film|wounded|soldier|iraq war,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.]",English,United States of America,7.1
2513,The Terminator,1984.0,0.12727272727272726,0.733,0.663,0.709,0.62,saving the world|artificial intelligence|rebel|cyborg|shotgun|killer robot|sun glasses|dystopia|car chase|laser gun|urban setting|future war,"[ 1.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.3
2514,"Good bye, Lenin!",2003.0,0.02155388471177945,0.74,0.724,0.731,0.643,bureaucracy|berlin wall|police state|coma|loss of mother|wife husband relationship|patriotism|german democratic republic|socialism|news broadcast|loss of father|lenin|single| |filmes contra o comunismo,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",Deutsch,Germany,7.4
2515,The Damned United,2009.0,0.03903903903903904,0.73,0.677,0.695,0.669,england|leeds united|sport|brighton|soccer|cup|derby county|management|soccer team,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.2
2516,The Return of the Living Dead,1985.0,0.0430622009569378,0.73,0.73,0.733,0.603,female nudity|crematorium|nudity|punk|company|independent film|undead|decapitation|zombie|paramedic|attic|cemetary|dismemberment|warehouse|stairs|night of the living dead|walking dead|louisville,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.3
2517,Mallrats,1995.0,0.025936599423631124,0.616,0.648,0.652,0.63,sex|game show|slacker|shopping|mall|ex-boyfriend ex-girlfriend relationship|jay and silent bob|silent man|coke|bandleader|aftercreditsstinger,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.8
2518,Grease,1978.0,0.10420475319926874,0.65,0.677,0.678,0.644,flying car|street gang|running|graduation|musical|rivalry|gossip|makeover|based on stage musical|automobile racing|nostalgic|greaser|wolf whistle|school dance|animated credits|pep rally|wrong side of the tracks|mooning|school principal,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.2
2519,Platoon,1986.0,0.09620991253644315,0.653,0.641,0.711,0.66,famous score|hero|mine|vietnam war|village|gore|jungle|f word|soldier|battle|combat|1960s,"[ 1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.]",English,United Kingdom,7.5
2520,Fahrenheit 9/11,2004.0,0.029684647510440892,0.71,0.69,0.689,0.689,usa president|jihad|saudi arabia|war on terror|iraq|government|war|steel helmet|conspiracy theory,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.]",العربية,United States of America,6.8
2521,Butch Cassidy and the Sundance Kid,1969.0,0.8275862068965517,0.765,0.712,0.703,0.67,wyoming|historical figure|loot sharing,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.
  0.]",English,United States of America,7.4
2522,Mary Poppins,1964.0,0.34523809523809523,0.74,0.718,0.682,0.62,london england|dancing|parents kids relationship|bank|brother sister relationship|famous score|confidence|nanny|laughing|magic|chimney sweeper|musical|live action and animation,"[ 0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.4
2523,Ordinary People,1980.0,0.09433962264150944,0.652,0.696,0.641,0.669,post traumatic stress  disorder|depression|suicide attempt|grief|dysfunctional family|guilt|death of son|grieving,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.4
2524,West Side Story,1961.0,1.0,0.69,0.7,0.694,0.659,slum|street gang|love at first sight|showdown|puerto rican|immigrant|highway|forbidden love|musical|rivalry|feud|interracial relationship|sondheim|attempted rape|policeman|based on stage musical|obsessive love|lifting female in air|young love|modern day adaptation|shakespeare in modern dress,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.]",English,United States of America,7.0
2525,Caddyshack,1980.0,0.09433962264150944,0.611,0.643,0.663,0.616,golf|underwear|sport|golf course|gopher,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.6
2526,The Usual Suspects,1995.0,0.025936599423631124,0.665,0.689,0.735,0.646,law|relatives|theft|criminal|criminal mastermind|hungarian|sibling,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",Español,United States of America,8.1
2527,A Nightmare on Elm Street 5: The Dream Child,1989.0,0.09883720930232558,0.588,0.561,0.622,0.605,nun|baby|monster|asylum|nightmare|supernatural|resurrection|vision|torture|pregnancy|birth|disfigurement|fetus|womb|dreams,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.5
2528,National Lampoon’s Van Wilder,2002.0,0.03225806451612903,0.555,0.568,0.605,0.63,male nudity|female nudity|sex|college|locker room|doggystyle|flirting|exposé|pug|bon bon|fraternity pledge|greek letter|laxative,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.9
2529,The Wrestler,2008.0,0.02567068558971393,0.7,0.64,0.672,0.657,supermarket|heart attack|ambition|daughter|wrestling|sport|stripper|steroids|fame|barbed wire|wrestler|redemption,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.3
2530,Escape from New York,1981.0,0.20433996383363473,0.646,0.709,0.686,0.619,taxi|street gang|usa president|war veteran|hostage|kidnapping|liberation of prisoners|anti hero|gangster boss|dystopia|police operation|attempt to escape|cyberpunk|reluctant hero,"[ 1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.9
2531,Mr. Nice Guy,1997.0,0.06274123210889801,0.63,0.625,0.62,0.627,journalist|martial arts|cook|drug dealer,"[ 1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",普通话,Australia,6.3
2532,Sliding Doors,1998.0,0.042446762898385025,0.597,0.63,0.644,0.637,double life|commercial|fantasy|chance|marketing|time travel|in flagranti|ambiguous ending|alternative reality,"[ 0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.5
2533,The Last King of Scotland,2006.0,0.01968065354623097,0.705,0.684,0.702,0.669,dictator|1970s|general|kidnapping|naivety|luxury|oscar award|charisma|polygamy|uganda|dictatorship,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.4
2534,Halloween 5: The Revenge of Michael Myers,1989.0,0.055232558139534885,0.52,0.573,0.52,0.605,sheriff|barn|black|sequel|boogeyman|masked killer|slasher|youth|psychiatrist|killer|kitten|scythe|heroine|pitchfork|psychotronic|michael myers,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.2
2535,Bernie,2012.0,0.01639344262295082,0.72,0.654,0.652,0.644,prison visit|funeral director|funeral home|amateur theater|embezzlement|missing persons case|hidden corpse|estranged family member|jury trial|hick|stock broker|corpse in freezer|confession of crime|duringcreditsstinger,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.5
2536,The Words,2012.0,0.020250723240115717,0.64,0.634,0.627,0.645,plagiarized book|stolen novel|plagiarized novel|aspiring writer,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.4
2537,City Island,2009.0,0.023023023023023025,0.69,0.603,0.682,0.643,secret|fetishism|stripper|family secrets|convict|chubby woman|extramarital affair,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.9
2538,The Guard,2011.0,0.015608138341273392,0.68,0.674,0.698,0.626,prostitute|blackmail|drug smuggle|rural ireland|dry humour,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",Gaeilge,Ireland,6.8
2539,The Virgin Suicides,1999.0,0.034953513004589855,0.673,0.66,0.637,0.657,michigan|1970s|youth|family|woman director,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.1
2540,Wish I Was Here,2014.0,0.018269423810479822,0.675,0.628,0.641,0.643,jew|independent film|homeschooling|family|struggling actor,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.4
2541,Shattered Glass,2003.0,0.02756892230576441,0.64,0.647,0.648,0.678,,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.]",English,Canada,6.6
2542,The Wild Bunch,1969.0,0.9117541379310344,0.76,0.751,0.76,0.652,underdog|robbery|bounty hunter|texas|mexican revolution|friendship|honor|gang|shootout|soldier|steam locomotive|righteous rage,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.6
2543,11:14,2003.0,0.02756892230576441,0.68,0.687,0.655,0.646,alcohol|sex|robbery|secret|gun|ambulance|vandalism|chase|arrest|police|cops|murder|crash|connected,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Canada,6.8
2544,Deadfall,2012.0,0.04339440694310511,0.56,0.61,0.626,0.646,partner|murder|on the run|fugitive|crime|family|homecoming|crime gone awry|dishonesty|siblings relations|chases and races|criminal heroes|cons and scams|murderous pair,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,France,5.6
2545,Videodrome,1983.0,0.05333333333333334,0.683,0.701,0.691,0.616,suicide|tv show|hallucination|tv station|radio presenter|toronto|dystopia|brainwashing|pittsburgh,"[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.
  0.]",English,Canada,7.1
2546,The Spanish Apartment,2002.0,0.034408602150537634,0.7,0.687,0.7,0.643,paris|barcelona spain|alcohol|roommate|single|travel|crush|student|relationship|break-up|youth|celebration|group of friends,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",Italiano,France,7.0
2547,The Protector,2005.0,0.02450861441397719,0.68,0.667,0.676,0.639,buddhism|elephant|sydney|australia|fighter|tempel|gang|animal,"[ 1.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Thailand,6.8
2548,Bend It Like Beckham,2002.0,0.021506516129032257,0.635,0.656,0.647,0.643,london england|tradition|indian lead|culture clash|immigration|role of women|sikh|women's soccer|soccer|family|woman director,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,India,6.2
2549,[REC]²,2009.0,0.02142142142142142,0.683,0.663,0.7,0.605,religion and supernatural|blood sample|occult|swat team|gas mask|night vision|freezer|found footage,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",Español,Spain,6.4
2550,The Sting,1973.0,0.6666666666666666,0.765,0.722,0.633,0.644,chicago|bet|horse race|repayment|con man|mafia boss|violence|ragtime|reference to mutt and jeff|off track betting|sting operation|alley|1930s|20th century,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.9
2551,Chariots of Fire,1981.0,0.18625678119349007,0.68,0.68,0.667,0.678,underdog|scotland|jewry|patriotism|olympic games|jew|olympian sports team|ambition,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.]",English,United Kingdom,6.8
